,X.2,X.1,X,AA,file,label,Duration,F1.5,F2.5,F3.5,F4.5,F5.5,F1.10,F2.10,F3.10,F4.10,F5.10,F1.15,F2.15,F3.15,F4.15,F5.15,F1.20,F2.20,F3.20,F4.20,F5.20,F1.25,F2.25,F3.25,F4.25,F5.25,F1.30,F2.30,F3.30,F4.30,F5.30,F1.35,F2.35,F3.35,F4.35,F5.35,F1.40,F2.40,F3.40,F4.40,F5.40,F1.45,F2.45,F3.45,F4.45,F5.45,F1.50,F2.50,F3.50,F4.50,F5.50,F1.55,F2.55,F3.55,F4.55,F5.55,F1.60,F2.60,F3.60,F4.60,F5.60,F1.65,F2.65,F3.65,F4.65,F5.65,F1.70,F2.70,F3.70,F4.70,F5.70,F1.75,F2.75,F3.75,F4.75,F5.75,F1.80,F2.80,F3.80,F4.80,F5.80,F1.85,F2.85,F3.85,F4.85,F5.85,F1.90,F2.90,F3.90,F4.90,F5.90,F1.95,F2.95,F3.95,F4.95,F5.95,X2,aa,file.1,label.1,duration,f0_min,f0_mean,f0_max,int_min,int_mean,int_max,F1,F2,F3,Keyword,Speaker,Variety,Segment,Selection,Position,Stress
409,409,1632,1632,1632,nisa1_02_03_2014_govari_79,n,0.094487396,286.6629684,1014.091935,2109.356279,4263.019333,4263.019333,329.5001688,1970.622364,2142.933392,4355.736978,NA,332.34572,1709.460169,2112.942392,4241.860975,NA,330.4910971,1073.450829,2015.107472,4091.984897,4714.181337,326.9034476,685.3518612,1971.052809,4008.216185,4716.887146,319.9874748,773.3713034,2030.284549,4051.408412,4724.789532,312.7264613,843.8402535,2076.936058,4099.690259,4730.046749,304.2818631,854.1061801,2080.433909,4165.430908,4726.230307,295.7655244,878.0825636,2086.087487,4227.839367,4723.001373,286.6629684,1014.091935,2109.356279,4263.019333,4724.573178,277.5604124,1150.101307,2132.625072,4298.199299,4726.144984,280.0610828,1625.338158,3060.313281,4525.196553,4726.157007,282.6511935,2103.189854,3994.972969,4753.67238,NA,286.2544511,2127.613884,4010.979991,4795.142613,NA,290.0015629,2087.656832,3896.549775,4810.060381,NA,286.4972866,1479.386088,3225.520301,4482.848243,NA,280.6902991,690.6447464,2377.740199,4046.991197,4913.150736,278.4529212,561.8856063,2102.910973,3903.80448,4930.480769,278.2034987,800.6778924,2147.164461,3903.80448,4930.480769,10135,1632,nisa1_02_03_2014_govari_79,n,94,227,243,255,52,54,55,302,1167,2341,nisa1,s22,AG,n,n,Initial,Unstressed
448,448,1788,1788,1788,nisa_02_03_2014_govari_220,n,0.143735748,393.5487511,1991.358038,2677.911262,4754.04527,4754.04527,334.1567945,1798.165463,2518.780003,4288.911444,NA,330.4089254,1875.235858,2769.885712,4644.576931,NA,332.8451253,1908.188265,2821.010277,4659.095437,NA,344.6480483,1893.882571,2738.042677,4645.287496,NA,352.3972868,1950.214942,2923.138383,4677.207691,NA,371.6930809,1960.023841,2946.337761,4715.991016,NA,393.683526,1942.422391,2845.391025,4749.747982,NA,393.7845348,1948.951083,2713.127541,4746.293894,NA,393.5487511,1991.358038,2677.911262,4754.04527,NA,392.9914518,2029.577232,2706.624537,4767.886416,NA,392.0769891,2049.434526,2787.300589,4785.621279,NA,390.4214081,2055.486255,2648.467692,4766.211045,NA,384.3707151,2094.895766,2813.645546,4781.24161,NA,384.4035843,2134.180639,3078.907859,4802.890753,NA,411.6827541,2111.878902,3102.075876,4782.230285,NA,431.002961,2111.458279,3036.731077,4832.370427,NA,439.5180329,2099.572625,3040.322794,4831.162589,NA,437.5442901,2079.624414,3137.662472,4831.162589,NA,10369,1788,nisa_02_03_2014_govari_220,n,144,220,245,270,55,58,59,391,1997,2864,nisa,s22,AG,n,n,Initial,Stressed
449,449,1792,1792,1792,nisa_02_03_2014_govari_59,n,0.179199521,324.0087496,1871.231877,2599.997922,4761.45463,4761.45463,316.2105811,1796.727195,2563.757589,4558.107498,NA,316.8615227,1799.332912,2714.638203,4642.171675,NA,319.0451606,1800.134511,2802.66428,4667.253133,NA,332.4048252,1836.479575,2692.466981,4665.625316,NA,342.9252085,1929.725829,2654.764891,4698.503099,NA,332.6509796,1980.33383,2709.996868,4785.273657,NA,331.3794129,1945.653027,2653.381202,4758.569627,NA,326.7325647,1910.07506,2630.826621,4794.280152,NA,324.0087496,1871.231877,2599.997922,4761.45463,NA,353.6586579,1846.106595,2597.143994,4730.634735,NA,390.7168914,1877.867151,2621.492009,4756.762713,NA,389.8294434,1950.191796,2602.420042,4781.566107,NA,375.2949397,1978.710407,2553.792888,4778.203985,NA,397.7299176,2006.752109,2679.345252,4791.128344,NA,410.8147305,1967.190436,2685.629464,4858.521871,NA,405.8615745,1974.789769,2731.839064,4873.484205,NA,417.3530284,1949.95555,2697.97642,4880.812577,NA,416.5702555,1951.172015,2884.976477,4880.812577,NA,10375,1792,nisa_02_03_2014_govari_59,n,179,204,228,251,52,54,56,370,1907,2689,nisa,s22,AG,n,n,Initial,Stressed
488,488,1948,1948,1948,rasa1_02_03_2014_govari_201,r,0.017592392,566.2011406,1805.361926,2753.055998,4254.433557,4254.433557,615.8943041,1311.340422,2243.213057,3222.085734,4615.775718,609.6826587,1373.09311,2306.943424,3351.129212,4615.775718,603.4710132,1434.845798,2370.673792,3480.17269,4615.775718,597.2593678,1496.598486,2434.404159,3609.216167,NA,591.0477223,1558.351174,2498.134527,3738.259645,NA,584.8360769,1620.103862,2561.864895,3867.303123,NA,578.6244314,1681.85655,2625.595262,3996.346601,NA,572.412786,1743.609238,2689.32563,4125.390079,NA,566.2011406,1805.361926,2753.055998,4254.433557,NA,566.1030584,1806.644253,2732.331293,4220.197729,NA,569.8532194,1769.862911,2658.445505,4083.184123,NA,573.6033803,1733.081569,2584.559718,3946.170517,NA,577.3535412,1696.300228,2510.67393,3809.156911,NA,581.1037021,1659.518886,2436.788143,3672.143305,NA,584.8538631,1622.737544,2362.902355,3535.129699,NA,588.604024,1585.956203,2289.016568,3398.116093,4523.549481,592.3541849,1549.174861,2215.13078,3124.088881,4523.549481,596.1043459,1512.393519,2141.244993,3124.088881,4523.549481,10609,1948,rasa1_02_03_2014_govari_201,r,18,270,272,276,52,54,56,633,1221,1973,rasa1,s22,AG,r,r,Initial,Unstressed
489,489,1952,1952,1952,rasa1_02_03_2014_govari_39,r,0.025544335,668.149175,1901.434775,2884.340339,3424.981036,3424.981036,561.7713009,1771.000717,2614.931026,3156.742945,4446.488303,542.3839699,1761.000929,2607.579889,2935.275299,4446.488303,557.7247816,1778.949827,2643.821254,2984.748578,4446.488303,576.1288472,1799.363985,2683.907768,3058.120655,4446.488303,594.5329128,1819.778143,2723.994282,3131.492731,4446.488303,612.9369783,1840.192301,2764.080796,3204.864807,NA,631.3410439,1860.606459,2804.167311,3278.236884,NA,649.7451094,1881.020617,2844.253825,3351.60896,NA,668.149175,1901.434775,2884.340339,3424.981036,NA,683.5335359,1918.860198,2919.905489,3495.11311,NA,668.1670797,1905.850186,2909.427844,3532.250994,NA,652.8006235,1892.840174,2898.950198,3569.388878,NA,637.4341673,1879.830162,2888.472553,3606.526761,NA,622.0677111,1866.82015,2877.994908,3643.664645,NA,606.7012549,1853.810138,2867.517263,3680.802529,NA,591.3347987,1840.800125,2857.039617,3717.940412,NA,575.9683424,1827.790113,2846.561972,3793.011752,NA,568.9589334,1819.896971,2831.178086,3793.011752,NA,10615,1952,rasa1_02_03_2014_govari_39,r,26,249,251,255,43,48,52,618,1836,2786,rasa1,s22,AG,r,r,Initial,Unstressed
528,528,2108,2108,2108,rasa_02_03_2014_govari_181,r,0.065196028,612.0168145,1429.823603,1916.178785,2804.574352,2804.574352,709.1752106,1911.434366,2972.45873,4667.280965,NA,672.4776289,1881.808182,2973.042596,4581.756163,NA,635.7800472,1852.181999,2973.626463,4496.23136,NA,621.2827331,1765.636698,2771.686566,4158.380437,NA,624.1527584,1634.563391,2411.311689,3623.133995,4651.749177,627.0227836,1503.490084,2050.936813,3087.887553,4651.749177,625.2196074,1435.650804,1877.831304,2814.326069,4657.057427,618.6182109,1432.737203,1897.005045,2809.450211,4667.815935,612.0168145,1429.823603,1916.178785,2804.574352,4678.574442,603.8843042,1419.161131,1920.911682,2795.066544,4680.971443,593.6864528,1398.046099,1906.165123,2779.310634,4672.08949,583.4886014,1376.931067,1891.418564,2763.554723,4663.207537,569.8258382,1413.136529,1930.304467,2745.327272,4637.492189,549.9510053,1552.109084,2065.345371,2722.668715,4581.597076,530.0761725,1691.081639,2200.386275,2700.010159,4525.701962,528.623055,1762.921378,2269.733689,2687.785022,4501.833841,572.1870457,1670.708794,2178.546058,2714.326998,4610.626199,615.7510363,1578.496209,2087.358427,2714.326998,4610.626199,10849,2108,rasa_02_03_2014_govari_181,r,65,178,219,243,44,54,57,631,1479,1895,rasa,s22,AG,r,r,Initial,Stressed
529,529,2112,2112,2112,rasa_02_03_2014_govari_19,r,0.026836842,619.7332403,1456.828708,2387.951605,3967.493761,3967.493761,622.3290978,1716.459981,2289.164209,3659.573833,4802.835577,633.6909001,1756.716306,2406.841713,3927.538189,NA,645.0527023,1796.972632,2524.519216,4195.502545,NA,656.4145046,1837.228957,2642.19672,4463.4669,NA,667.7763069,1877.485283,2759.874224,4731.431256,NA,668.6418922,1852.435788,2782.948787,4793.289665,NA,652.3390082,1720.566761,2651.28306,4518.024364,NA,636.0361243,1588.697735,2519.617332,4242.759062,NA,619.7332403,1456.828708,2387.951605,3967.493761,NA,603.4303564,1324.959682,2256.285877,3692.22846,4740.33044,587.1274724,1193.090656,2124.62015,3416.963159,4740.33044,570.8245885,1061.221629,1992.954422,3141.697858,4740.33044,554.5217045,929.3526026,1861.288695,2866.432556,4740.33044,562.8425375,1029.70586,1863.315928,2850.051846,4764.713335,573.1034079,1148.355295,1875.876475,2854.067966,4791.017294,583.3642783,1267.004731,1888.437022,2858.084085,4817.321253,593.6251487,1385.654166,1900.997569,2866.116325,4869.929171,603.886019,1504.303601,1913.558117,2866.116325,4869.929171,10855,2112,rasa_02_03_2014_govari_19,r,27,214,221,229,46,50,52,612,1576,1922,rasa,s22,AG,r,r,Initial,Stressed
567,567,2264,2264,2264,risa1_02_03_2014_govari_241,r,0.023745366,678.2925624,2104.168007,2976.298938,3727.886664,3727.886664,541.9838498,2036.295484,2872.190983,3941.713636,NA,559.0224389,2044.77955,2885.204477,3914.985265,NA,576.061028,2053.263615,2898.217972,3888.256893,NA,593.0996171,2061.74768,2911.231466,3861.528522,NA,610.1382061,2070.231746,2924.244961,3834.80015,NA,627.1767952,2078.715811,2937.258455,3808.071779,NA,644.2153843,2087.199876,2950.27195,3781.343407,NA,661.2539734,2095.683941,2963.285444,3754.615036,NA,678.2925624,2104.168007,2976.298938,3727.886664,NA,669.3251243,2101.869471,2979.321608,3717.27458,NA,642.4483948,2092.145396,2975.464004,3717.761126,NA,615.5716652,2082.421322,2971.6064,3718.247673,NA,588.6949357,2072.697247,2967.748796,3718.734219,NA,561.8182062,2062.973173,2963.891192,3719.220766,NA,534.9414767,2053.249098,2960.033588,3719.707312,NA,508.0647471,2043.525024,2956.175984,3720.193858,NA,481.1880176,2033.800949,2952.31838,3732.215436,NA,459.5878551,2026.94689,2949.077747,3732.215436,NA,11083,2264,risa1_02_03_2014_govari_241,r,24,252,258,263,45,49,52,535,1994,2788,risa1,s22,AG,r,r,Initial,Unstressed
568,568,2268,2268,2268,risa1_02_03_2014_govari_80,r,0.033851784,548.1191396,2015.102899,2769.585536,4262.369204,4262.369204,462.5264719,1751.172962,2668.315699,4174.858602,NA,491.6730124,2001.387568,2791.029588,4450.868775,NA,505.9050621,2008.885287,2786.216678,4420.614201,NA,519.6867664,2009.05413,2777.553075,4381.111914,NA,533.4684706,2009.222973,2768.889473,4341.609626,NA,547.2501749,2009.391816,2760.22587,4302.107339,NA,561.0318791,2009.560659,2751.562267,4262.605051,NA,572.4297059,2010.036029,2744.980661,4227.741916,NA,548.1191396,2015.102899,2769.585536,4262.369204,NA,523.8085733,2020.169769,2794.190411,4296.996493,NA,499.4980069,2025.236638,2818.795286,4331.623782,NA,475.1874406,2030.303508,2843.400162,4366.25107,NA,450.8768743,2035.370378,2868.005037,4400.878359,NA,430.6032527,2042.826988,2888.072756,4435.011862,NA,432.4262682,2063.364094,2883.305876,4466.442577,NA,434.2492837,2083.9012,2878.538996,4497.873291,NA,436.0722992,2104.438305,2873.772116,4560.734721,NA,437.8953147,2124.975411,2869.005236,4560.734721,NA,11089,2268,risa1_02_03_2014_govari_80,r,34,223,238,252,42,49,54,483,2068,2830,risa1,s22,AG,r,r,Initial,Unstressed
605,605,2416,2416,2416,risa_02_03_2014_govari_221,r,0.046430814,767.881398,1994.555634,3279.525778,3808.343893,3808.343893,507.3687643,2008.395102,3012.951134,3810.12032,NA,515.2836953,2006.780529,3048.672939,3803.367365,NA,523.1986264,2005.165956,3084.394745,3796.61441,NA,531.1135574,2003.551383,3120.11655,3789.861455,NA,539.0284884,2001.93681,3155.838356,3783.1085,NA,591.5995944,2000.113242,3187.212193,3788.187397,NA,650.3601956,1998.260706,3217.983388,3794.906229,NA,709.1207968,1996.40817,3248.754583,3801.625061,NA,767.881398,1994.555634,3279.525778,3808.343893,NA,746.0016638,1996.585678,3267.273167,3865.156797,NA,663.4825009,2001.535322,3222.667777,3959.639136,NA,580.963338,2006.484965,3178.062387,4054.121475,NA,498.444175,2011.434609,3133.456996,4148.603814,NA,436.8669799,2001.823325,3040.947263,4152.566861,NA,433.8841862,1951.471418,2814.40398,3903.262219,NA,430.9013925,1901.11951,2587.860696,3653.957578,4823.189207,427.9185988,1850.767603,2361.317412,3155.348296,4823.189207,424.9358051,1800.415695,2134.774129,3155.348296,4823.189207,11315,2416,risa_02_03_2014_govari_221,r,46,201,210,225,47,52,57,480,2033,3090,risa,s22,AG,r,r,Initial,Stressed
606,606,2420,2420,2420,risa_02_03_2014_govari_60,r,0.038026424,529.2871841,1999.885075,3024.248144,4173.1798,4173.1798,480.376482,2010.443646,2954.498451,4164.167857,NA,486.6940039,2012.190669,2969.457852,4164.588324,NA,512.7086957,2019.531082,2976.436718,4170.132075,NA,538.7233874,2026.871496,2983.415583,4175.675825,NA,564.7380791,2034.211909,2990.394449,4181.219576,NA,590.7527709,2041.552322,2997.373314,4186.763327,NA,598.4731161,2040.541061,3005.130879,4188.344917,NA,563.8801501,2020.213068,3014.689512,4180.762359,NA,529.2871841,1999.885075,3024.248144,4173.1798,NA,494.6942181,1979.557082,3033.806777,4165.597241,NA,460.1012521,1959.229089,3043.36541,4158.014682,NA,426.8355915,1940.492914,3047.843751,4140.711132,NA,423.5853691,1957.753815,2937.437328,3903.578893,NA,420.3351467,1975.014717,2827.030906,3666.446654,NA,417.0849243,1992.275619,2716.624483,3429.314414,4643.125333,413.8347019,2009.53652,2606.21806,3192.182175,4643.125333,410.5844795,2026.797422,2495.811638,2897.838947,4648.71206,407.8538871,2029.030075,2447.097222,2897.838947,4648.71206,11321,2420,risa_02_03_2014_govari_60,r,38,206,218,229,46,50,53,489,2021,2908,risa,s22,AG,r,r,Initial,Stressed
645,645,2578,2578,2578,sala1_02_03_2014_govari_122,l,0.150389926,414.2116015,1749.002887,2956.889335,4073.562732,4073.562732,497.5957763,1806.960241,2968.714886,4313.974773,NA,485.4021083,1810.546679,3067.211201,4388.113037,NA,478.8935245,1828.169902,3085.156904,4408.560954,NA,464.5413481,1820.900804,3076.174901,4413.088584,NA,447.7149527,1804.347475,3052.900057,4413.534741,NA,432.9235939,1790.931226,3024.732782,4418.8488,NA,425.9958238,1778.781808,2973.78111,4413.231846,NA,419.4272732,1765.825278,2956.894165,4348.586668,4420.686722,414.2116015,1749.002887,2956.889335,4073.562732,4419.744116,411.0488813,1726.504158,2960.577056,3520.628997,4417.244045,408.6627271,1709.429896,2953.348201,3711.223618,4415.320269,410.4355463,1710.858397,3001.829112,3862.719438,4418.363113,415.3391398,1695.14304,3061.83663,3796.118395,4412.372365,423.0238508,1641.780407,3106.866656,3463.011294,4389.925084,438.3733692,1621.242254,3195.513808,4167.859235,NA,459.9176163,1609.761393,3276.783684,4349.139361,NA,488.8531219,1587.080923,3068.993549,4119.425923,4492.901269,531.6003695,1548.395551,2466.855416,4119.425923,4492.901269,11560,35,sala1_02_03_2014_govari_122,l,150,186,190,200,55,56,57,462,1725,2979,sala1,s22,AG,l,l,Medial,Stressed
646,646,2582,2582,2582,sala1_02_03_2014_govari_284,l,0.13041199,418.295392,1604.968451,2625.508568,3721.695971,3721.695971,420.783459,1459.902455,2637.010923,3834.828955,4776.709611,413.0626544,1507.76512,2641.228775,3797.848434,4812.771581,412.9725873,1519.714057,2636.820684,3785.931069,4767.664648,417.2719005,1512.14406,2626.766453,3786.060908,4677.165628,414.5531695,1552.024599,2615.98571,3733.150853,4677.746939,413.458893,1561.843518,2612.469198,3736.119443,4689.531754,413.7615291,1546.315361,2615.169478,3786.251066,4710.771006,415.8875453,1580.082074,2621.091228,3752.633227,4714.95273,418.295392,1604.968451,2625.508568,3721.695971,4728.758315,421.0179653,1619.937955,2628.245897,3693.752186,4753.311088,423.8125418,1632.148711,2628.22922,3674.601599,4725.560151,426.39904,1623.387911,2623.972036,3650.634312,4703.664125,428.6732429,1584.109733,2613.754189,3618.756303,4695.363909,431.577341,1581.379589,2616.698977,3608.530238,4660.436721,438.9083531,1561.352038,2627.420645,3624.795447,4629.703925,454.7272503,1496.907861,2649.575804,3686.695376,4614.865509,476.1168568,1467.291473,2594.473008,3483.436713,4547.640318,508.217952,1445.818274,2518.994059,3483.436713,4547.640318,11566,39,sala1_02_03_2014_govari_284,l,130,196,215,227,53,55,57,446,1539,2615,sala1,s22,AG,l,l,Medial,Stressed
685,685,2738,2738,2738,sala_02_03_2014_govari_101,l,0.116236774,449.9314337,2637.062427,2894.266238,4767.178036,4767.178036,460.3102313,1327.361832,2695.017382,3477.024375,4663.785579,456.2724774,1851.540515,2762.701775,3925.622721,4698.687848,454.2834957,2610.201528,2858.750682,4662.13054,NA,455.0350142,1903.585209,2803.342014,3767.730434,4792.161927,454.5285499,1305.857131,2744.251745,2998.287034,4795.170858,449.3657003,1319.745554,2698.619262,2922.122026,4808.203992,447.9247133,1713.184192,2754.277782,3450.984062,4814.587075,450.0561733,2470.935872,2907.160942,4560.584126,NA,449.9314337,2637.062427,2894.266238,4767.178036,NA,449.4524447,2639.601612,2845.149085,4734.377103,NA,452.3051709,2561.768659,2903.276909,4717.77776,NA,455.4218303,2509.016309,2932.686127,4693.043507,NA,459.0321922,2503.178686,2908.375518,4653.092434,NA,461.4421658,2501.910372,2862.119757,4614.357893,NA,463.1402848,2503.35175,2802.850075,4576.344779,NA,464.9581574,2400.76027,2736.180231,3596.35726,4479.571188,488.603785,2217.707161,2690.354066,3874.87306,NA,607.4154192,1730.126362,2738.760178,3874.87306,NA,11800,195,sala_02_03_2014_govari_101,l,116,206,223,241,52,55,56,483,1912,2809,sala,s22,AG,l,l,Medial,Stressed
686,686,2742,2742,2742,sala_02_03_2014_govari_264,l,0.104759822,483.2953184,1685.290365,2688.963488,3819.002616,3819.002616,489.8193151,1600.730697,2810.092607,3924.502259,4461.000159,478.3976143,1683.96825,2851.136216,3903.868647,4519.915136,471.7180521,1665.756994,2850.345166,3898.875036,4568.120015,465.7123062,1633.130753,2843.609778,3896.103731,4614.803084,465.7082314,1626.221688,2843.642514,3881.132365,4619.094823,466.1817786,1622.45075,2840.727353,3868.460007,4622.071653,471.0839101,1655.604249,2785.477065,3900.552932,4627.619078,476.2967361,1684.031027,2732.032103,3913.835434,4628.478188,483.2953184,1685.290365,2688.963488,3819.002616,4602.390599,490.2010204,1705.114628,2657.896498,3719.851378,4573.332364,496.8110982,1784.028296,2665.028902,3606.955249,4534.819004,502.685861,1951.588696,2688.995443,3427.700403,4503.255139,507.0673231,2299.175642,2747.149276,3113.682206,4485.804528,506.6017588,2264.571339,2787.780008,3073.134413,4479.981094,499.4649953,1703.938547,2804.29284,3408.977297,4490.160714,511.144107,1422.695024,2828.680041,3537.558742,4472.366626,540.7797395,1408.080566,2860.581976,3208.554767,4441.286952,629.834452,1461.873892,2672.571544,3208.554767,4441.286952,11806,199,sala_02_03_2014_govari_264,l,105,237,252,276,52,53,55,520,1652,2767,sala,s22,AG,l,l,Medial,Stressed
724,724,2894,2894,2894,sali1_02_03_2014_govari_162,l,0.122694372,383.3952546,2542.500053,3045.123188,3901.555662,3901.555662,476.3951275,2259.687046,2919.076881,3105.980496,4488.328189,445.8642173,2144.641107,2659.632549,3076.094867,4665.248158,414.472316,1931.312497,2652.294952,3131.694891,4778.653014,382.5519193,1657.655817,2799.706022,3239.767892,4853.070892,382.2018734,1608.333116,2737.607743,3169.888081,4699.197845,382.4164522,1596.289159,2689.709258,3122.902076,4606.901127,383.0447224,1646.45044,2671.038243,3120.040276,4628.587121,383.2141734,2054.890376,2836.312068,3464.804294,4634.454329,383.3952546,2542.500053,3045.123188,3901.555662,NA,385.2239284,2543.315367,3030.202875,4003.476709,NA,385.8882247,2559.330875,3030.605101,4071.703585,NA,385.2358783,2592.534303,3048.333592,4101.83011,NA,385.8379529,2638.037621,2877.26216,3584.003493,4602.318939,386.2357539,2676.040392,2766.578718,3269.661465,4602.318939,384.9529077,2676.780057,3020.913427,4121.40025,NA,383.7232374,2681.225121,3125.90573,4449.66283,NA,382.5322143,2688.363178,3122.359636,3823.686494,4511.812951,381.2867565,2316.777384,3025.017301,3823.686494,4511.812951,12036,351,sali1_02_03_2014_govari_162,l,123,180,197,205,48,52,53,403,2204,2856,sali1,s22,AG,l,l,Medial,Stressed
725,725,2898,2898,2898,sali1_02_03_2014_govari_324,l,0.130726995,403.8851314,2596.039635,3050.784844,4550.395275,4550.395275,425.6472578,2337.476984,2793.600995,4455.507985,NA,423.6427029,2430.372387,2861.11978,4716.987202,NA,422.9990604,2498.572403,2913.722598,4731.228525,NA,418.4941071,2546.799913,2970.574642,4473.897895,NA,411.1893015,2531.744628,2972.268978,4287.168974,NA,405.5536631,2515.657234,2974.107827,4196.098181,NA,403.8133261,2514.478277,2990.911083,4266.718503,NA,403.6433387,2553.576737,3019.368553,4421.941661,NA,403.8851314,2596.039635,3050.784844,4550.395275,NA,404.2733776,2624.342145,3083.046133,4564.871973,NA,403.9217328,2305.217843,2863.506769,3874.240266,NA,402.6988449,2054.918943,2633.766581,3162.399252,4589.847859,399.3165022,2420.243353,2645.337536,3151.374399,4648.223846,398.6836688,2587.686419,2856.415512,3833.147908,4665.919716,399.5478442,2653.331666,3104.355839,4651.053732,NA,401.9137238,2640.544748,3103.202408,4644.51319,NA,405.5577571,2396.263171,2923.313343,3099.575434,4685.262663,411.399724,2049.14646,2693.05809,3099.575434,4685.262663,12042,355,sali1_02_03_2014_govari_324,l,131,190,212,228,52,55,56,417,2424,2868,sali1,s22,AG,l,l,Medial,Stressed
763,763,3050,3050,3050,sali_02_03_2014_govari_142,l,0.084578791,411.2449203,2016.283718,2602.005137,3107.235886,3107.235886,458.5103073,2553.019794,2912.641555,4633.318144,NA,350.4708001,1606.318476,2771.289031,3897.788169,NA,242.4312929,659.6171574,2629.936507,3162.258193,4774.579442,276.1278473,854.2429044,2607.172314,3009.409591,4808.319541,358.6621859,1442.134024,2625.269926,3057.334645,4853.685416,409.5332803,1848.99706,2637.603652,3089.54496,4874.913689,408.5397473,1959.334763,2640.496091,3096.014418,4856.604391,407.6128917,2067.345891,2642.759364,3102.459471,4838.508945,411.2449203,2016.283718,2602.005137,3107.235886,4835.034987,414.876949,1965.221545,2561.25091,3112.012302,4831.561029,415.6698727,1937.858219,2554.158121,3130.935585,4830.356904,414.9324071,1923.269503,2565.210171,3157.484586,4830.376309,413.625491,1906.754453,2573.42533,3178.892976,4830.26997,410.890633,1885.408972,2574.526759,3187.410876,4829.84832,408.155775,1864.06349,2575.628187,3195.928777,4829.426671,392.0214944,1783.448369,2615.484864,3213.000623,4809.177573,374.7289761,1697.710018,2658.69152,3223.976789,4764.02423,378.455054,1704.341481,2641.232736,3223.976789,4764.02423,12272,507,sali_02_03_2014_govari_142,l,85,199,225,242,51,52,53,414,1755,2623,sali,s22,AG,l,l,Medial,Stressed
764,764,3054,3054,3054,sali_02_03_2014_govari_304,l,0.096905426,414.290706,2548.596972,3084.003127,4951.277233,4951.277233,482.8403915,1501.099237,2705.580858,3330.845133,4963.519196,468.7395076,1664.332369,2709.809063,3250.248375,4961.849784,453.1261769,1841.573052,2712.72358,3182.791902,4963.617674,432.1553753,2068.43204,2710.984677,3161.881652,4977.561365,415.5400034,2277.118498,2708.878483,3135.773757,4988.0305,422.4373354,2387.700899,2704.78947,3081.606476,4979.742309,428.0436897,2490.760477,2718.205259,3118.367652,4972.220105,420.9723011,2519.943939,2903.522833,4048.070337,NA,414.290706,2548.596972,3084.003127,4951.277233,NA,420.8717278,2559.2023,3099.896328,4952.972286,NA,427.4527496,2569.807628,3115.789529,4954.667339,NA,422.9342069,2592.777614,3181.016824,5003.30628,NA,418.0093138,2616.200265,3248.05022,5053.663818,NA,404.9736606,2635.798657,3272.618335,4968.710916,NA,391.0449695,2654.975978,3292.510797,4868.859615,NA,374.6317144,2272.723244,3037.627649,4294.765139,NA,357.7344212,1812.264684,2729.213249,3439.583613,4934.499679,382.1448629,1685.504227,2630.587143,3439.583613,4934.499679,12278,511,sali_02_03_2014_govari_304,l,97,233,253,263,52,53,54,432,2014,2797,sali,s22,AG,l,l,Medial,Stressed
802,802,3206,3206,3206,sama1_02_03_2014_govari_118,m,0.128389328,453.5178521,952.3999505,2000.440801,2279.468438,2279.468438,635.8553525,1704.049613,2325.656773,4870.206622,NA,698.366279,1698.983125,2325.867772,4837.379556,NA,560.4756361,1555.733087,2256.801366,4844.864779,NA,539.3872322,1540.395037,2247.931159,4846.685343,NA,587.8521742,1589.412131,2266.867805,4792.072909,NA,275.4286768,882.0316834,1854.046061,3132.771397,4844.117419,227.2251501,510.9398167,1664.863894,2262.061273,4834.551506,472.3325878,513.1623809,1723.944339,2266.767571,4814.36646,453.5178521,952.3999505,2000.440801,2279.468438,4804.056128,425.8176402,1231.534399,2191.889989,2293.053643,4813.608666,425.4552314,1152.431993,2195.455878,2306.9121,4857.103246,421.8534701,1123.65642,2183.651165,2478.358746,4884.305383,412.2467424,1092.340111,2178.899413,2598.447538,4890.20732,386.434128,1014.032104,2208.06841,2436.08372,4842.353508,365.9620554,990.3754344,2221.738657,2383.231105,4848.101588,357.4780956,999.1368654,2226.357911,2427.167688,4869.129638,414.326671,1057.913545,2217.770158,3043.761469,4734.652283,543.4452347,1103.452927,2204.151028,3043.761469,4734.652283,12506,663,sama1_02_03_2014_govari_118,m,128,190,195,199,52,53,55,519,1339,2192,sama1,s22,AG,m,m,Medial,Stressed
