,X.1,X,AA,Segment,duration,intensity,cog,sdev,skew,kurt,Speaker,keyword,Variety,Stress
2345,2345,2345,2345,r,15.44267103,41.79667622,1084.682395,1326.091549,5.865310979,51.79140916,S8,risa,AG,Stressed
2346,2346,2346,2346,r,29.62754389,32.63777668,1006.694485,1056.596139,8.223703829,104.5205277,S8,risa,AG,Stressed
2385,2385,2385,2385,r,21.70217326,43.96070656,700.6434256,703.2707884,16.05442133,342.6206671,S8,sara1,AG,Stressed
2386,2386,2386,2386,r,18.15090855,33.45857852,1352.152905,1922.795356,5.947970243,43.58192357,S8,sara1,AG,Stressed
2425,2425,2425,2425,r,19.39766441,38.74633413,896.6180647,660.7185195,12.88874125,255.9851214,S8,sara,AG,Stressed
2426,2426,2426,2426,r,26.94120057,38.96835888,1196.642537,1289.404041,7.034681041,59.83582337,S8,sara,AG,Stressed
2465,2465,2465,2465,r,24.69637685,32.9368958,941.1144249,1051.75189,7.928326909,84.99718946,S8,sari1,AG,Stressed
2466,2466,2466,2466,r,43.47066333,29.9761472,1397.018116,1994.389381,5.63799448,39.17456333,S8,sari1,AG,Stressed
2504,2504,2504,2504,r,37.31314831,37.09704498,1516.058508,1502.783404,4.655702926,34.66994387,S8,sari,AG,Stressed
2505,2505,2505,2505,r,32.62786629,36.7777066,828.0083002,1462.755272,7.841718197,76.64176261,S8,sari,AG,Stressed
343,343,343,343,l,76.46617773,57.18459768,810.3704833,958.6510904,10.16645869,153.0538684,s9,lasa1,AG,Unstressed
344,344,344,344,l,65.91246743,62.66703072,711.8585424,833.8779889,12.27662227,217.7882008,s9,lasa1,AG,Unstressed
383,383,383,383,l,81.71823303,52.20546705,679.470301,478.6307287,6.311179255,64.89192348,s9,lasa,AG,Stressed
384,384,384,384,l,91.17523923,62.57338912,751.6272556,686.6482829,6.406297012,75.33458649,s9,lasa,AG,Stressed
422,422,422,422,l,66.59584084,53.88232926,1093.474589,1229.174848,3.263304172,23.4441747,s9,lisa1,AG,Unstressed
423,423,423,423,l,66.95957185,49.14246302,1490.695373,1297.896843,3.234215362,28.53732204,s9,lisa1,AG,Unstressed
462,462,462,462,l,84.18719502,56.9685843,1989.268493,1247.113034,0.876484331,8.842819858,s9,lisa,AG,Stressed
463,463,463,463,l,88.55196711,57.17576808,1642.649367,1303.915768,1.704086994,15.00128172,s9,lisa,AG,Stressed
504,504,504,504,l,87.67744315,56.20471083,736.5651543,843.6245557,7.802670818,117.0275468,s9,sala1,AG,Stressed
505,505,505,505,l,86.55005752,59.28269532,631.6906784,681.9789567,14.26526526,305.3810787,s9,sala1,AG,Stressed
544,544,544,544,l,69.56300884,61.95843994,572.0349019,479.1779724,24.06250579,767.9378115,s9,sala,AG,Stressed
545,545,545,545,l,76.59590563,56.35270023,587.2973514,388.6045104,12.23940545,318.2607192,s9,sala,AG,Stressed
582,582,582,582,l,98.04275921,53.92184829,552.7775714,264.6584223,16.80227112,595.8909076,s9,sali1,AG,Stressed
583,583,583,583,l,86.24500024,57.42507511,677.6867037,782.2722505,11.76502601,213.764821,s9,sali1,AG,Stressed
622,622,622,622,l,69.07558035,57.85325993,583.6761353,381.5140944,9.566829627,171.8851839,s9,sali,AG,Stressed
623,623,623,623,l,57.07887098,59.94257609,657.0611521,655.6161977,10.65613282,210.8696993,s9,sali,AG,Stressed
988,988,988,988,m,70.32132813,52.90091565,1375.130913,1279.862974,7.870169922,90.79903822,s9,masa1,AG,Unstressed
989,989,989,989,m,80.59948463,51.78964157,1194.87308,661.4804618,8.469682003,181.8877179,s9,masa1,AG,Unstressed
1028,1028,1028,1028,m,93.9693547,54.56998811,1094.370423,598.7757367,9.398842437,204.2914829,s9,masa,AG,Stressed
1029,1029,1029,1029,m,80.81441659,52.41278479,1066.465528,642.6449514,5.812171572,123.3218195,s9,masa,AG,Stressed
1068,1068,1068,1068,m,69.32933447,56.82741719,650.2356637,850.7299979,10.75837308,186.4762339,s9,misa1,AG,Unstressed
1069,1069,1069,1069,m,56.52710522,50.64010639,1277.343565,723.24509,12.20855049,246.8192025,s9,misa1,AG,Unstressed
1108,1108,1108,1108,m,89.924225,50.72399511,1344.081557,949.9704755,4.249469275,52.40063757,s9,misa,AG,Stressed
1109,1109,1109,1109,m,88.4417456,49.84631955,634.4064484,657.4196266,17.10496434,397.8809795,s9,misa,AG,Stressed
1149,1149,1149,1149,m,81.22150253,49.24923114,735.9126999,835.4169156,9.812845408,170.0846902,s9,sama1,AG,Stressed
1150,1150,1150,1150,m,74.83851039,49.13074911,1042.822775,737.9019608,11.28455532,223.6837783,s9,sama1,AG,Stressed
1189,1189,1189,1189,m,66.52901518,46.94480231,754.0151863,697.0758678,11.82202362,254.2934092,s9,sama,AG,Stressed
1190,1190,1190,1190,m,61.28667202,46.50453821,1112.190406,572.5178282,5.820765131,121.7860736,s9,sama,AG,Stressed
1228,1228,1228,1228,m,84.46107828,50.13818316,742.8464138,710.7106658,12.37106144,252.6888964,s9,sami1,AG,Stressed
1229,1229,1229,1229,m,74.91809056,51.09666747,561.9452761,402.8234236,18.61528145,634.7495372,s9,sami1,AG,Stressed
1268,1268,1268,1268,m,60.00344192,51.93674675,1007.876277,981.0534661,8.52945434,125.5032971,s9,sami,AG,Stressed
1269,1269,1269,1269,m,62.40742597,54.62707822,681.3494916,898.7466828,12.26915482,207.5451139,s9,sami,AG,Stressed
1634,1634,1634,1634,n,56.154484,54.00719972,1132.550977,1167.453815,6.998755067,85.65659965,s9,nasa1,AG,Unstressed
1635,1635,1635,1635,n,57.73403084,53.1013188,1321.237325,1071.764943,4.698977621,57.83265117,s9,nasa1,AG,Unstressed
1674,1674,1674,1674,n,91.51692593,54.53202983,700.2517821,640.6513382,15.33322257,360.0819354,s9,nasa,AG,Stressed
1675,1675,1675,1675,n,82.07645296,55.69536945,667.095656,575.8431698,6.635466437,121.2877018,s9,nasa,AG,Stressed
1714,1714,1714,1714,n,58.01509571,53.686901,851.043944,834.8073152,4.717597929,47.06828373,s9,nisa1,AG,Unstressed
1715,1715,1715,1715,n,53.46845811,53.20618985,1019.184758,859.7979768,4.684428028,59.59735855,s9,nisa1,AG,Unstressed
1753,1753,1753,1753,n,88.08903674,56.70408882,1035.329364,1145.395654,2.667362762,15.21521975,s9,nisa,AG,Stressed
1754,1754,1754,1754,n,80.47272988,51.05371374,743.284553,649.9052658,9.299330326,169.3524092,s9,nisa,AG,Stressed
1791,1791,1791,1791,n,81.45361133,50.26186568,834.8568332,899.3519844,6.080491279,83.65545577,s9,sana1,AG,Stressed
1792,1792,1792,1792,n,83.66527666,50.02695678,967.6196235,1146.263907,7.260243694,88.96191286,s9,sana1,AG,Stressed
1818,1818,1818,1818,n,71.197718,51.63780455,848.7565145,910.4199956,9.012118455,139.3928101,s9,sana,AG,Stressed
1819,1819,1819,1819,n,69.68569492,49.76295887,768.8476307,653.1310954,6.866364645,100.6441705,s9,sana,AG,Stressed
1857,1857,1857,1857,n,95.69514444,54.22890508,594.831113,408.8683557,15.12446563,429.0044183,s9,sani1,AG,Stressed
1858,1858,1858,1858,n,106.7368919,54.99687691,614.6899647,489.9304645,17.91639644,522.0392061,s9,sani1,AG,Stressed
1896,1896,1896,1896,n,55.48063606,55.60484261,723.8408553,767.1858905,9.021910462,145.1982273,s9,sani,AG,Stressed
1897,1897,1897,1897,n,49.53865065,54.40998563,613.0250368,640.5999693,10.64765877,200.1416141,s9,sani,AG,Stressed
2248,2248,2248,2248,r,18.94073463,53.61216854,577.684112,600.1202223,16.25324862,388.7532837,s9,rasa1,AG,Unstressed
2249,2249,2249,2249,r,19.82890937,50.95720466,658.0846274,870.821077,11.82350254,195.3020225,s9,rasa1,AG,Unstressed
2288,2288,2288,2288,r,14.24355199,49.92796013,1094.034955,914.1258026,4.805762552,51.94039688,s9,rasa,AG,Stressed
2289,2289,2289,2289,r,19.06507363,50.07520578,1151.296621,1069.185322,5.916732456,67.07603646,s9,rasa,AG,Stressed
2325,2325,2325,2325,r,27.09950766,54.40433948,1324.037713,1630.646726,6.394248169,54.18483145,s9,risa1,AG,Unstressed
2326,2326,2326,2326,r,34.7638666,51.50142526,911.8594128,758.1451541,10.77598305,192.531777,s9,risa1,AG,Unstressed
2365,2365,2365,2365,r,24.0062465,46.72883853,871.1709183,614.245782,7.028500693,97.88283103,s9,risa,AG,Stressed
2366,2366,2366,2366,r,29.97474167,44.42148193,1347.44774,1614.613779,5.406166251,45.65353402,s9,risa,AG,Stressed
2405,2405,2405,2405,r,23.21088049,45.05088297,1309.785709,1731.107419,5.875444084,46.3338719,s9,sara1,AG,Stressed
2406,2406,2406,2406,r,26.59303737,52.9404504,820.5903418,466.5099459,15.62566731,435.3709838,s9,sara1,AG,Stressed
2445,2445,2445,2445,r,24.78590453,45.49870341,1218.702229,1240.992875,8.191707382,94.19458227,s9,sara,AG,Stressed
2446,2446,2446,2446,r,19.75577514,45.05727842,1681.473513,2095.067618,4.545979275,29.2218073,s9,sara,AG,Stressed
2484,2484,2484,2484,r,26.23492664,44.44097165,2237.462364,2609.975224,3.333300872,15.79328565,s9,sari1,AG,Stressed
2485,2485,2485,2485,r,31.65964099,47.52736398,894.8009333,1092.646388,6.397116068,68.36353253,s9,sari1,AG,Stressed
2524,2524,2524,2524,r,32.93292358,45.60169403,914.0907812,684.6535112,9.366448007,173.4189452,s9,sari,AG,Stressed
2525,2525,2525,2525,r,28.27748412,49.95239549,1169.730637,1171.099623,7.818502269,94.09782429,s9,sari,AG,Stressed
345,345,345,345,l,103.9388909,53.84477841,541.9214617,297.142323,15.54655558,459.305247,s10,lasa1,AG,Unstressed
346,346,346,346,l,93.99691007,50.87016547,526.0513687,529.8550822,16.95289825,440.8218072,s10,lasa1,AG,Unstressed
385,385,385,385,l,193.0088992,52.03510088,563.3584822,343.9641015,17.56699703,465.3281416,s10,lasa,AG,Stressed
386,386,386,386,l,173.235159,50.55952567,908.7260962,1509.624893,7.758900992,76.1270456,s10,lasa,AG,Stressed
424,424,424,424,l,79.63504635,56.62181345,527.0485771,459.4074439,11.7169285,227.9551856,s10,lisa1,AG,Unstressed
425,425,425,425,l,95.01094803,52.38028449,465.512275,314.140377,20.1574744,730.8421921,s10,lisa1,AG,Unstressed
464,464,464,464,l,117.5512484,55.1827074,798.9864411,1115.915149,6.059291,61.46176942,s10,lisa,AG,Stressed
465,465,465,465,l,162.775137,48.84339248,461.4638354,490.9336322,23.58337409,737.978919,s10,lisa,AG,Stressed
506,506,506,506,l,123.757099,58.08035822,558.3643383,245.495302,18.95384971,777.0069407,s10,sala1,AG,Stressed
507,507,507,507,l,132.8358691,56.79535361,617.8055418,748.6771226,15.62804803,318.7678619,s10,sala1,AG,Stressed
546,546,546,546,l,105.7819299,54.6503761,628.7474001,501.2226762,11.33461856,241.9891936,s10,sala,AG,Stressed
547,547,547,547,l,102.8175689,54.05930482,480.0767249,205.8111822,31.72819562,1818.688294,s10,sala,AG,Stressed
584,584,584,584,l,138.1975825,50.84602423,470.1946723,457.8723199,24.04699627,796.1940808,s10,sali1,AG,Stressed
585,585,585,585,l,108.6534474,57.38370156,522.6154317,672.5568623,18.19119889,419.3649221,s10,sali1,AG,Stressed
624,624,624,624,l,117.7720076,54.53313163,762.0452913,935.5032846,4.44719204,35.98450415,s10,sali,AG,Stressed
625,625,625,625,l,97.528804,54.08656998,550.1861939,688.4202747,15.16553184,319.7160857,s10,sali,AG,Stressed
990,990,990,990,m,96.5044496,52.96994179,538.7710459,674.1193849,15.82862718,357.4789585,s10,masa1,AG,Unstressed
991,991,991,991,m,96.28951764,49.7556421,547.991623,458.5749394,22.70172406,756.020286,s10,masa1,AG,Unstressed
1030,1030,1030,1030,m,62.49560039,55.60186832,881.7600414,1134.317199,10.33314981,140.0980215,s10,masa,AG,Stressed
1031,1031,1031,1031,m,169.0136748,49.69390822,596.3589025,690.3965177,14.42114388,314.6878482,s10,masa,AG,Stressed
1070,1070,1070,1070,m,76.18511286,53.62281554,508.1762092,448.0642766,26.89558146,938.5313238,s10,misa1,AG,Unstressed
1071,1071,1071,1071,m,87.32850827,48.50520128,595.2819406,839.1229563,14.95000385,276.7560373,s10,misa1,AG,Unstressed
1110,1110,1110,1110,m,137.8540519,50.72853812,628.4455758,435.6704849,7.841354626,146.4625112,s10,misa,AG,Stressed
1111,1111,1111,1111,m,137.5564538,46.45648777,500.2813818,530.9537668,23.50680728,692.1850031,s10,misa,AG,Stressed
1151,1151,1151,1151,m,102.2107702,53.87642266,656.4437185,582.4983974,12.8457944,314.8165587,s10,sama1,AG,Stressed
1152,1152,1152,1152,m,107.6984855,49.48620073,715.2945434,476.2256386,16.29515237,510.0629452,s10,sama1,AG,Stressed
1191,1191,1191,1191,m,109.2768254,48.83077823,509.6841287,448.3990752,14.33478505,402.9626631,s10,sama,AG,Stressed
1192,1192,1192,1192,m,84.7031346,49.06836557,857.8161586,596.5322939,15.05289589,360.3370794,s10,sama,AG,Stressed
1230,1230,1230,1230,m,120.2356768,53.63062243,452.364812,387.4690774,26.44714789,1025.324134,s10,sami1,AG,Stressed
1231,1231,1231,1231,m,119.7681434,51.43708385,511.5624539,375.2768706,27.10575344,1098.92262,s10,sami1,AG,Stressed
1270,1270,1270,1270,m,109.2900887,48.97216107,637.95172,368.8938316,10.56458052,328.2169627,s10,sami,AG,Stressed
1271,1271,1271,1271,m,123.9461018,47.48216325,487.9248553,307.9680561,26.88253841,1287.543336,s10,sami,AG,Stressed
1636,1636,1636,1636,n,97.14924547,53.68865264,594.715933,767.6565548,14.86480211,298.6502463,s10,nasa1,AG,Unstressed
1637,1637,1637,1637,n,82.36302891,51.49931023,502.4037097,564.8679088,20.83037485,576.9158079,s10,nasa1,AG,Unstressed
1676,1676,1676,1676,n,170.6008647,49.41995436,480.7002483,627.2049597,19.95774702,497.0462101,s10,nasa,AG,Stressed
1677,1677,1677,1677,n,73.47366353,53.16479888,441.1276623,202.6148027,39.80925707,2911.457837,s10,nasa,AG,Stressed
1716,1716,1716,1716,n,75.12698629,52.94948718,526.7603676,594.3416759,21.13051895,554.2694901,s10,nisa1,AG,Unstressed
1717,1717,1717,1717,n,84.31946084,48.86253339,512.7644624,772.7165167,15.8751677,310.0672772,s10,nisa1,AG,Unstressed
1755,1755,1755,1755,n,132.2658209,49.56941612,635.7728021,1016.37662,12.65840695,193.1178231,s10,nisa,AG,Stressed
1756,1756,1756,1756,n,152.1497827,49.48421729,461.3065975,258.9439724,41.91853276,2490.132474,s10,nisa,AG,Stressed
1793,1793,1793,1793,n,95.973675,51.84222569,570.0476586,239.9091312,33.49567236,2034.575328,s10,sana1,AG,Stressed
1794,1794,1794,1794,n,125.2989646,50.68939245,621.0652174,1057.90054,11.80777786,172.7344715,s10,sana1,AG,Stressed
1820,1820,1820,1820,n,117.5299513,50.75321849,465.0151904,469.7720524,25.3910126,839.7947897,s10,sana,AG,Stressed
1821,1821,1821,1821,n,103.1159945,50.48956878,532.7264022,408.0233963,24.73197406,920.9666427,s10,sana,AG,Stressed
1859,1859,1859,1859,n,117.9377996,51.43245262,525.3018384,492.7596683,22.57631682,704.7065786,s10,sani1,AG,Stressed
1860,1860,1860,1860,n,115.0795455,51.86992174,485.9276199,443.1774829,24.22683515,838.189935,s10,sani1,AG,Stressed
1898,1898,1898,1898,n,83.33369265,49.07907648,499.5388602,694.7460907,18.47724532,418.4764833,s10,sani,AG,Stressed
1899,1899,1899,1899,n,88.73188029,50.96307073,500.2877181,311.6720924,34.75952672,1690.4943,s10,sani,AG,Stressed
2250,2250,2250,2250,r,20.35493269,50.79707172,2040.704012,2093.650445,3.839032009,22.16890982,s10,rasa1,AG,Unstressed
2251,2251,2251,2251,r,34.23624214,46.85597848,1158.316655,1184.318268,5.344125056,49.15914759,s10,rasa1,AG,Unstressed
2290,2290,2290,2290,r,52.7409961,49.46579028,1123.033124,1265.150323,8.315039303,95.29086848,s10,rasa,AG,Stressed
2291,2291,2291,2291,r,57.31518907,41.48016558,1113.825016,1608.306036,6.399059588,48.4399052,s10,rasa,AG,Stressed
2327,2327,2327,2327,r,16.72348071,48.77816207,2184.188335,1701.702057,3.49192401,22.12229999,s10,risa1,AG,Unstressed
2328,2328,2328,2328,r,18.01916023,40.66903352,1061.803507,1492.345441,7.250499489,69.7737647,s10,risa1,AG,Unstressed
2367,2367,2367,2367,r,29.84272591,45.63792126,1089.658691,1608.574289,7.12523236,64.74476234,s10,risa,AG,Stressed
2368,2368,2368,2368,r,20.73601074,38.8835949,1363.366433,1779.679715,5.621499441,42.78477653,s10,risa,AG,Stressed
2407,2407,2407,2407,r,16.95057444,42.72002534,1276.311879,1421.68547,8.380710606,88.14520811,s10,sara1,AG,Stressed
2408,2408,2408,2408,r,22.22939183,50.75494118,944.8618422,537.5279683,15.6513345,363.3926862,s10,sara1,AG,Stressed
2447,2447,2447,2447,r,16.91078436,47.29671122,1039.521985,1954.44483,6.30436439,47.75245736,s10,sara,AG,Stressed
2448,2448,2448,2448,r,17.62700582,50.30104774,1514.354013,2042.672139,5.56324251,39.48469966,s10,sara,AG,Stressed
2486,2486,2486,2486,r,19.69940586,41.35457801,772.6145123,668.8175988,11.48069121,211.4685207,s10,sari1,AG,Stressed
2487,2487,2487,2487,r,30.63836225,51.31744967,820.3252721,987.0427363,12.64995243,197.3285071,s10,sari1,AG,Stressed
2526,2526,2526,2526,r,33.50324807,47.36581328,905.082963,1146.378043,8.423427463,96.7192231,s10,sari,AG,Stressed
2527,2527,2527,2527,r,37.41593936,47.95855386,1041.466487,1246.806907,5.530550135,48.09956414,s10,sari,AG,Stressed
13,13,13,13,l,91.35162608,52.8546642,699.2007305,485.0857978,14.93195865,446.4996967,s11,lasa,CG,Stressed
14,14,14,14,l,93.18915879,53.1851198,638.8862494,479.9814669,16.25391854,497.7525018,s11,lasa,CG,Stressed
53,53,53,53,l,89.68573104,56.66551513,587.1060241,456.2470424,15.79074219,464.171429,s11,lisa,CG,Stressed
54,54,54,54,l,132.9737612,50.31966145,666.7970985,725.7422552,12.57163121,252.2363809,s11,lisa,CG,Stressed
92,92,92,92,l,69.44150963,53.23595992,832.187255,397.1966338,26.67710462,1070.300053,s11,lasa1,CG,Unstressed
93,93,93,93,l,65.32910118,51.52943829,632.7004559,232.4458868,16.85160243,1222.661357,s11,lasa1,CG,Unstressed
133,133,133,133,l,61.28657459,57.50362865,1375.581687,1230.831824,1.874481395,14.06165782,s11,lisa1,CG,Unstressed
134,134,134,134,l,69.85725541,58.69461048,787.0175198,902.8327742,9.621156862,155.7929455,s11,lisa1,CG,Unstressed
172,172,172,172,l,85.64354099,45.7085091,1067.673376,994.3923642,14.53504615,272.5155577,s11,sala,CG,Stressed
173,173,173,173,l,80.87404597,44.05957859,704.9075048,560.3347016,13.72173666,384.804905,s11,sala,CG,Stressed
212,212,212,212,l,70.70142737,53.8180271,540.379039,365.1697178,30.14308216,1303.128456,s11,sali,CG,Stressed
213,213,213,213,l,47.03252033,53.74189285,538.1957189,142.3865214,49.92505256,5147.16818,s11,sali,CG,Stressed
253,253,253,253,l,84.29459585,46.16483584,917.7720991,966.4734465,16.14855858,307.9343902,s11,sala1,CG,Stressed
254,254,254,254,l,85.25705127,48.01309036,1201.980423,506.6004019,24.84309062,876.6819983,s11,sala1,CG,Stressed
292,292,292,292,l,96.56273564,53.25915124,611.448427,813.916332,15.2047073,315.5151835,s11,sali1,CG,Stressed
293,293,293,293,l,100.095364,47.82487467,639.1527226,716.6354909,9.496090826,184.4688222,s11,sali1,CG,Stressed
663,663,663,663,m,84.85463543,42.46808972,1394.02333,1424.077679,8.563451812,91.2299063,s11,masa,CG,Stressed
664,664,664,664,m,84.68804593,47.71588901,965.9956719,615.9454327,16.04091618,469.9853916,s11,masa,CG,Stressed
665,665,665,665,m,87.07078065,41.87035859,912.5039851,679.8347059,17.3439152,474.585593,s11,masa,CG,Stressed
704,704,704,704,m,100.273913,44.55336183,738.6673254,865.6867571,16.66857723,348.6736381,s11,misa,CG,Stressed
705,705,705,705,m,94.79921159,46.66761271,593.9206563,621.4810353,22.99018686,675.0109733,s11,misa,CG,Stressed
706,706,706,706,m,98.88349092,50.71313245,586.9927534,616.4971493,20.93019195,553.3081079,s11,misa,CG,Stressed
745,745,745,745,m,66.15117751,43.25944768,954.3150033,757.0505362,14.3984477,338.9281103,s11,masa1,CG,Unstressed
746,746,746,746,m,73.26909267,43.62064454,723.0860586,836.5392293,15.67032767,304.0380282,s11,masa1,CG,Unstressed
786,786,786,786,m,52.07210134,47.72982373,792.1204084,980.5213079,16.2396546,311.0983703,s11,misa1,CG,Unstressed
787,787,787,787,m,70.78539461,45.6392333,921.4701347,739.0130845,17.38947888,435.8154789,s11,misa1,CG,Unstressed
825,825,825,825,m,74.59536292,33.45773459,1385.143303,2900.783302,5.963572624,35.15020628,s11,sama,CG,Stressed
826,826,826,826,m,64.92388691,35.3874298,830.4425742,1387.411686,11.96177926,159.4889562,s11,sama,CG,Stressed
865,865,865,865,m,81.86481064,45.37273331,548.2551501,437.3356944,31.2247912,1180.498149,s11,sami,CG,Stressed
866,866,866,866,m,91.15034925,38.5626733,547.2384882,344.5936048,46.16135037,2437.688937,s11,sami,CG,Stressed
901,901,901,901,m,86.87397638,43.9222651,958.8887031,804.8233467,15.69597135,363.0033328,s11,sama1,CG,Stressed
902,902,902,902,m,100.2713559,38.12533226,801.5714992,1302.757932,11.46300074,155.2292594,s11,sama1,CG,Stressed
940,940,940,940,m,95.91555762,47.4692938,585.8957244,864.472818,18.04242997,380.2548913,s11,sami1,CG,Stressed
941,941,941,941,m,113.2067568,47.81798885,662.8085252,1041.689389,14.1996392,239.9426145,s11,sami1,CG,Stressed
1300,1300,1300,1300,n,76.63621991,40.86839336,699.8930328,647.1917195,20.75370391,605.6281346,s11,nasa,CG,Stressed
1301,1301,1301,1301,n,82.47694888,47.3021442,624.2017624,567.3500226,18.59211829,528.3840206,s11,nasa,CG,Stressed
1343,1343,1343,1343,n,60.41646004,34.79591767,630.8293509,1070.055577,9.630741375,107.8682474,s11,nisa,CG,Stressed
1344,1344,1344,1344,n,63.25352977,41.07877108,657.6305428,862.9915644,18.9942198,399.8866234,s11,nisa,CG,Stressed
1383,1383,1383,1383,n,75.07633638,43.01790241,694.9215241,810.1609607,15.53013801,301.9666794,s11,nasa1,CG,Unstressed
1384,1384,1384,1384,n,73.70323501,42.62628181,631.0968549,469.3720163,33.16772624,1328.896766,s11,nasa1,CG,Unstressed
1424,1424,1424,1424,n,57.69273502,49.95327186,621.1984139,782.5348818,18.01815479,389.8823918,s11,nisa1,CG,Unstressed
1425,1425,1425,1425,n,54.43943057,52.62655602,628.849719,662.8570193,19.68430915,469.8883187,s11,nisa1,CG,Unstressed
1466,1466,1466,1466,n,75.57460706,40.50272804,934.553475,2667.718984,6.816511503,45.6820277,s11,sana,CG,Stressed
1467,1467,1467,1467,n,76.45016653,30.64503893,610.5514314,1376.271379,13.45116839,185.922199,s11,sana,CG,Stressed
1506,1506,1506,1506,n,77.48701328,39.87571328,757.3077747,1355.687309,10.71141171,133.0555223,s11,sani,CG,Stressed
1507,1507,1507,1507,n,61.42740928,38.85819842,789.3087565,2001.425125,9.068600552,83.33191678,s11,sani,CG,Stressed
1547,1547,1547,1547,n,97.88996617,40.22176751,811.9204046,2236.924507,8.147818127,66.10468161,s11,sana1,CG,Stressed
1548,1548,1548,1548,n,85.00406299,36.73342274,878.1214041,1952.569816,9.154999726,86.53748206,s11,sana1,CG,Stressed
1586,1586,1586,1586,n,72.09066108,45.32804346,726.132945,1721.159799,10.18792649,108.553866,s11,sani1,CG,Stressed
1587,1587,1587,1587,n,92.53871402,33.96635349,803.1838432,2351.018758,7.886291816,61.15117191,s11,sani1,CG,Stressed
1925,1925,1925,1925,r,21.35643551,50.06235025,1603.958494,1239.02175,8.536179428,105.2249323,s11,rasa,CG,Stressed
1926,1926,1926,1926,r,17.56820505,40.4823616,1728.582253,1715.839819,7.157732859,65.52837425,s11,rasa,CG,Stressed
1964,1964,1964,1964,r,23.33584398,34.09729855,931.107441,1114.87687,11.57052424,166.634419,s11,risa,CG,Stressed
1965,1965,1965,1965,r,27.83523874,35.98250436,754.6741599,562.3452032,14.77122815,434.6007658,s11,risa,CG,Stressed
2004,2004,2004,2004,r,18.65964828,46.75780608,1259.358237,954.1874501,11.0872668,183.5179312,s11,rasa1,CG,Unstressed
2005,2005,2005,2005,r,15.45687283,39.54758689,1050.459923,930.6227441,11.62017675,193.7422526,s11,rasa1,CG,Unstressed
2045,2045,2045,2045,r,13.47716844,38.78344763,837.0731177,831.3615681,14.1370288,240.1972282,s11,risa1,CG,Unstressed
2046,2046,2046,2046,r,22.16780852,44.00282008,845.1788966,1022.954849,11.25383933,183.3690848,s11,risa1,CG,Unstressed
2081,2081,2081,2081,r,19.41960057,33.31416369,1561.093795,2185.89716,6.217974265,44.18379077,s11,sara,CG,Stressed
2082,2082,2082,2082,r,15.14630379,35.69809738,1235.400615,1638.955726,8.657438976,88.43125041,s11,sara,CG,Stressed
2121,2121,2121,2121,r,21.77899129,41.0147082,830.3732075,856.2134892,18.54578328,387.1554216,s11,sari,CG,Stressed
2122,2122,2122,2122,r,17.51766478,40.15564724,979.2381047,1897.964351,8.31217756,76.69213844,s11,sari,CG,Stressed
2161,2161,2161,2161,r,24.80935094,36.92796777,961.6625651,1384.634614,13.35111771,182.9607683,s11,sara1,CG,Stressed
2162,2162,2162,2162,r,20.26656134,40.19160233,923.5942628,1054.803859,16.23389823,292.572914,s11,sara1,CG,Stressed
2199,2199,2199,2199,r,25.0263996,34.40119906,1028.435068,1960.676068,8.446581701,75.85495609,s11,sari1,CG,Stressed
2200,2200,2200,2200,r,22.70356779,37.79756595,858.345799,1048.974426,14.91420332,248.647169,s11,sari1,CG,Stressed
325,325,325,325,l,30.39924457,38.46937618,673.1310008,824.9837722,13.45367799,240.5813631,s12,lasa1,CG,Unstressed
326,326,326,326,l,62.39640102,40.73801336,733.3191538,821.2472399,8.463146198,132.5337629,s12,lasa1,CG,Unstressed
365,365,365,365,l,98.37270432,43.84500445,661.2215862,677.5536644,14.77611801,323.9989181,s12,lasa,CG,Stressed
366,366,366,366,l,102.7705429,42.6819853,724.4803144,724.2914923,14.0188699,280.8653995,s12,lasa,CG,Stressed
405,405,405,405,l,81.78436594,25.84347359,497.1860499,608.6662701,18.34096547,439.9043992,s12,lisa1,CG,Unstressed
406,406,406,406,l,45.4994424,37.08850695,784.8416369,1294.134475,7.239440677,69.65255666,s12,lisa1,CG,Unstressed
444,444,444,444,l,98.65376919,41.04967247,483.9201038,246.899279,31.82476803,1552.291052,s12,lisa,CG,Stressed
445,445,445,445,l,110.7064921,34.82186412,528.9822689,456.88479,19.90289999,594.8472004,s12,lisa,CG,Stressed
486,486,486,486,l,93.88469576,42.95221693,625.9529032,962.8787163,12.98988233,208.332523,s12,sala1,CG,Stressed
487,487,487,487,l,85.75425591,45.11702553,634.9502598,431.8448989,23.50489361,774.5041559,s12,sala1,CG,Stressed
526,526,526,526,l,73.44858788,42.01205358,635.6496286,249.23863,18.93801508,694.4340551,s12,sala,CG,Stressed
527,527,527,527,l,81.68572014,43.56998341,603.5087036,397.5459396,28.11391409,1021.295297,s12,sala,CG,Stressed
565,565,565,565,l,104.0013238,40.88319656,591.9515302,788.8256957,15.04623425,291.3020999,s12,sali1,CG,Stressed
566,566,566,566,l,98.80871826,43.3693161,450.0405807,508.8157028,22.26885369,664.7735688,s12,sali1,CG,Stressed
604,604,604,604,l,90.89712386,41.61225029,692.2162564,827.4064697,10.86440545,176.4701122,s12,sali,CG,Stressed
605,605,605,605,l,87.1933305,41.71322385,680.9406966,1163.441824,9.71402549,123.7811334,s12,sali,CG,Stressed
