,X.1,X,AA,Segment,duration,intensity,cog,sdev,skew,kurt,Speaker,keyword,Variety,Stress
1741,1741,1741,1741,n,104.9529289,47.91357406,592.1908907,460.7939994,19.18537576,616.2520869,s25,nisa,AG,Stressed
1742,1742,1742,1742,n,99.0836331,47.39997496,680.0332842,527.3470107,20.50396343,589.0184065,s25,nisa,AG,Stressed
1779,1779,1779,1779,n,107.6984855,45.5340603,656.5275516,759.8550251,12.41620575,240.3173786,s25,sana1,AG,Stressed
1780,1780,1780,1780,n,108.4478653,47.03463558,557.3320715,794.6943123,15.97163003,314.494396,s25,sana1,AG,Stressed
1846,1846,1846,1846,n,116.8840891,44.26518757,517.1178626,150.7363346,36.26578185,3182.88371,s25,sani1,AG,Stressed
1847,1847,1847,1847,n,112.0853419,45.8858262,534.1090477,602.4106308,18.73878622,474.988695,s25,sani1,AG,Stressed
1885,1885,1885,1885,n,86.80869305,43.82711146,605.5586686,603.3958154,20.64516798,532.320003,s25,sani,AG,Stressed
2236,2236,2236,2236,r,109.1193023,NA,1242.300807,1041.316764,10.16077669,138.200587,s25,rasa1,AG,Unstressed
2237,2237,2237,2237,r,62.04369217,20.78041587,1409.326919,1043.54743,3.478304683,25.9602162,s25,rasa1,AG,Unstressed
2276,2276,2276,2276,r,44.8381133,32.37222302,1144.823569,1072.809978,11.46319132,163.6493171,s25,rasa,AG,Stressed
2277,2277,2277,2277,r,58.96851183,43.26480522,963.1148974,937.4652909,11.13854696,174.7498578,s25,rasa,AG,Stressed
2315,2315,2315,2315,r,18.51784878,34.74624605,899.2421853,730.5359103,9.943215317,179.9468505,s25,risa1,AG,Unstressed
2316,2316,2316,2316,r,48.37622401,40.56258213,1528.302553,1197.30225,5.273624373,55.13313717,s25,risa1,AG,Unstressed
2353,2353,2353,2353,r,16.71962947,33.24991286,1175.001568,1651.597314,6.905618422,61.72684582,s25,risa,AG,Stressed
2354,2354,2354,2354,r,56.91288053,41.62762444,829.3018059,367.7334143,14.9319785,392.5547629,s25,risa,AG,Stressed
2393,2393,2393,2393,r,37.05451279,52.64675648,995.5674874,760.9132485,7.475534592,107.9878649,s25,sara1,AG,Stressed
2394,2394,2394,2394,r,29.29544702,41.10369765,894.6233886,1166.215445,10.3093429,132.6391528,s25,sara1,AG,Stressed
2433,2433,2433,2433,r,23.71488818,45.27248299,954.0712408,727.5787676,9.601540716,126.7923629,s25,sara,AG,Stressed
2434,2434,2434,2434,r,14.91796448,39.0659799,915.0932698,1049.839379,11.53574417,166.7305438,s25,sara,AG,Stressed
2473,2473,2473,2473,r,22.71682032,47.3003932,865.4305469,851.3658393,12.15491884,200.0370714,s25,sari1,AG,Stressed
2474,2474,2474,2474,r,32.46870597,45.25196251,908.7371824,1506.340029,8.109954269,81.53462266,s25,sari1,AG,Stressed
2512,2512,2512,2512,r,22.63060848,43.43035821,1032.563929,1018.455966,6.924761544,96.38173276,s25,sari,AG,Stressed
2513,2513,2513,2513,r,16.897521,38.01402304,886.5639791,1169.025659,9.702152507,124.2822312,s25,sari,AG,Stressed
333,333,333,333,l,87.03091017,53.44536644,815.2357679,912.1332187,7.5469534,87.59663852,s26,lasa1,AG,Unstressed
334,334,334,334,l,87.80797187,49.90080699,988.0367482,1220.593768,6.220072577,59.5955699,s26,lasa1,AG,Unstressed
373,373,373,373,l,72.75722366,53.72905415,547.723722,494.6378626,22.35373734,686.413792,s26,lasa,AG,Stressed
374,374,374,374,l,88.84405413,53.35873229,662.3264254,635.7296579,11.19349029,186.2358755,s26,lasa,AG,Stressed
413,413,413,413,l,76.58191032,50.69178527,604.889225,475.4308613,16.69114281,474.8060498,s26,lisa1,AG,Unstressed
414,414,414,414,l,62.68848805,51.34791513,690.2501169,694.7258674,14.81109217,303.0848977,s26,lisa1,AG,Unstressed
452,452,452,452,l,89.99586899,53.90324557,650.2440574,603.6882705,10.1340742,206.6240399,s26,lisa,AG,Stressed
453,453,453,453,l,84.31946084,55.91146404,1520.832949,1923.676294,3.817189459,20.80106217,s26,lisa,AG,Stressed
494,494,494,494,l,85.11098293,58.95786575,719.8207908,956.3609183,9.23584919,116.0083017,s26,sala1,AG,Stressed
495,495,495,495,l,108.0466487,52.03061341,675.7602221,1039.127407,11.60086331,169.8084679,s26,sala1,AG,Stressed
534,534,534,534,l,75.86642082,58.00075102,627.3304728,681.8823028,17.86377548,401.8365069,s26,sala,AG,Stressed
